"gene","ensembl_gene_id","entrezgene_id"
"ALOX12","ENSG00000108839",239
"ALOX12-AS1","ENSG00000215067",100506713
"ALOX12B","ENSG00000179477",242
"ALOX15","ENSG00000161905",246
"ALOX15B","ENSG00000179593",247
"ALOX5","ENSG00000275565",240
"ALOX5","ENSG00000012779",240
"ALOX5AP","ENSG00000132965",241
"ALOXE3","ENSG00000179148",59344
"ALPG","ENSG00000163286",251
"ALPI","ENSG00000163295",248
"ALPK1","ENSG00000073331",80216
"ALPK2","ENSG00000198796",115701
"ALPK3","ENSG00000136383",57538
"ALPL","ENSG00000162551",249
"ALPP","ENSG00000163283",250
"ALS2","ENSG00000003393",57679
"ALS2CL","ENSG00000178038",259173
"ALX1","ENSG00000180318",8092
"ALX3","ENSG00000156150",257
"ALX4","ENSG00000052850",60529
"ALYREF","ENSG00000183684",10189
"AMACR","ENSG00000242110",23600
"AMBN","ENSG00000178522",258
"AMBP","ENSG00000106927",259
"AMBRA1","ENSG00000110497",55626
"AMD1","ENSG00000123505",262
"AMDHD1","ENSG00000139344",144193
"AMDHD2","ENSG00000162066",51005
"AMELX","ENSG00000125363",265
"AMELY","ENSG00000099721",266
"AMER1","ENSG00000184675",139285
"AMER2","ENSG00000165566",219287
"AMER3","ENSG00000178171",205147
"AMFR","ENSG00000159461",267
"AMH","ENSG00000104899",268
"AMHR2","ENSG00000135409",269
"AMIGO1","ENSG00000181754",57463
"AMIGO2","ENSG00000139211",347902
"AMIGO3","ENSG00000176020",386724
"AMMECR1","ENSG00000101935",9949
"AMMECR1L","ENSG00000144233",83607
"AMN","ENSG00000166126",81693
"AMN1","ENSG00000151743",196394
"AMOT","ENSG00000126016",154796
"AMOTL1","ENSG00000166025",154810
"AMOTL2","ENSG00000114019",51421
"AMPD1","ENSG00000116748",270
"AMPD2","ENSG00000116337",271
"AMPD3","ENSG00000133805",272
"AMPH","ENSG00000078053",273
"AMT","ENSG00000145020",275
"AMTN","ENSG00000187689",401138
"AMY1A","ENSG00000237763",276
"AMY1B","ENSG00000174876",277
"AMY1C","ENSG00000187733",278
"AMY2A","ENSG00000243480",279
"AMY2B","ENSG00000240038",280
"AMZ1","ENSG00000174945",155185
"AMZ2","ENSG00000196704",51321
"AMZ2P1","ENSG00000214174",201283
"AMZ2P1","ENSG00000291140",201283
"ANAPC1","ENSG00000153107",64682
"ANAPC10","ENSG00000164162",10393
"ANAPC11","ENSG00000141552",51529
"ANAPC13","ENSG00000129055",25847
"ANAPC15","ENSG00000110200",25906
"ANAPC16","ENSG00000166295",119504
"ANAPC2","ENSG00000176248",29882
"ANAPC4","ENSG00000053900",29945
"ANAPC5","ENSG00000089053",51433
"ANAPC7","ENSG00000196510",51434
"ANG","ENSG00000214274",283
"ANGEL1","ENSG00000013523",23357
"ANGEL2","ENSG00000174606",90806
"ANGPT1","ENSG00000154188",284
"ANGPT2","ENSG00000091879",285
"ANGPT4","ENSG00000101280",51378
"ANGPTL1","ENSG00000116194",9068
"ANGPTL2","ENSG00000136859",23452
"ANGPTL3","ENSG00000132855",27329
"ANGPTL4","ENSG00000167772",51129
"ANGPTL5","ENSG00000187151",253935
"ANGPTL6","ENSG00000130812",83854
"ANGPTL7","ENSG00000171819",10218
"ANGPTL8","ENSG00000130173",55908
"ANHX","ENSG00000227059",647589
"ANK1","ENSG00000029534",286
"ANK2","ENSG00000145362",287
"ANK2-AS1","ENSG00000248152",NA
"ANK3","ENSG00000151150",288
"ANKAR","ENSG00000151687",150709
"ANKDD1A","ENSG00000166839",348094
"ANKDD1B","ENSG00000189045",728780
"ANKEF1","ENSG00000132623",63926
"ANKFN1","ENSG00000153930",162282
"ANKFY1","ENSG00000185722",51479
"ANKH","ENSG00000154122",56172
"ANKHD1","ENSG00000131503",54882
"ANKHD1-EIF4EBP3","ENSG00000254996",404734
"ANKIB1","ENSG00000001629",54467
"ANKK1","ENSG00000170209",255239
"ANKLE1","ENSG00000160117",126549
"ANKLE2","ENSG00000176915",23141
"ANKMY1","ENSG00000144504",51281
"ANKMY2","ENSG00000106524",57037
"ANKRA2","ENSG00000164331",57763
"ANKRD1","ENSG00000148677",27063
"ANKRD10","ENSG00000088448",55608
"ANKRD11","ENSG00000167522",29123
"ANKRD12","ENSG00000101745",23253
"ANKRD13A","ENSG00000076513",88455
"ANKRD13B","ENSG00000198720",124930
"ANKRD13C","ENSG00000118454",81573
"ANKRD13C-DT","ENSG00000197568",11147
"ANKRD13D","ENSG00000172932",338692
"ANKRD16","ENSG00000134461",54522
"ANKRD17","ENSG00000132466",26057
"ANKRD18A","ENSG00000180071",253650
"ANKRD18A","ENSG00000180071",100289137
"ANKRD18B","ENSG00000230453",441459
"ANKRD18DP","ENSG00000226435",348840
"ANKRD18DP","ENSG00000291192",348840
"ANKRD18DP","ENSG00000290333",348840
"ANKRD2","ENSG00000165887",26287
"ANKRD20A1","ENSG00000260691",84210
"ANKRD22","ENSG00000152766",118932
"ANKRD23","ENSG00000163126",200539
"ANKRD24","ENSG00000089847",170961
"ANKRD26","ENSG00000107890",22852
"ANKRD26P3","ENSG00000237636",100101938
"ANKRD27","ENSG00000105186",84079
"ANKRD28","ENSG00000206560",23243
"ANKRD29","ENSG00000154065",147463
"ANKRD30A","ENSG00000148513",91074
"ANKRD30B","ENSG00000180777",374860
"ANKRD30BL","ENSG00000163046",554226
"ANKRD31","ENSG00000145700",256006
"ANKRD33","ENSG00000167612",341405
"ANKRD33B","ENSG00000164236",651746
"ANKRD34A","ENSG00000272031",284615
"ANKRD34B","ENSG00000189127",340120
"ANKRD34C","ENSG00000235711",390616
"ANKRD35","ENSG00000198483",148741
"ANKRD36","ENSG00000291582",375248
"ANKRD36","ENSG00000135976",375248
"ANKRD36B","ENSG00000291600",57730
"ANKRD36B","ENSG00000196912",57730
"ANKRD36BP1","ENSG00000214262",84832
"ANKRD36BP1","ENSG00000293109",84832
"ANKRD36C","ENSG00000174501",400986
"ANKRD37","ENSG00000186352",353322
"ANKRD39","ENSG00000213337",51239
"ANKRD40","ENSG00000154945",91369
"ANKRD40CL","ENSG00000167117",55018
"ANKRD42","ENSG00000137494",338699
"ANKRD44","ENSG00000065413",91526
"ANKRD44-IT1","ENSG00000236977",101927547
"ANKRD45","ENSG00000183831",339416
"ANKRD46","ENSG00000186106",157567
"ANKRD49","ENSG00000168876",54851
"ANKRD50","ENSG00000151458",57182
"ANKRD52","ENSG00000139645",283373
"ANKRD53","ENSG00000144031",79998
"ANKRD54","ENSG00000100124",129138
"ANKRD55","ENSG00000164512",79722
"ANKRD6","ENSG00000135299",22881
"ANKRD60","ENSG00000124227",140731
"ANKRD61","ENSG00000157999",100310846
"ANKRD62","ENSG00000181626",342850
"ANKRD63","ENSG00000230778",100131244
"ANKRD65","ENSG00000235098",441869
"ANKRD66","ENSG00000230062",100287718
"ANKRD7","ENSG00000106013",56311
"ANKRD9","ENSG00000156381",122416
"ANKS1A","ENSG00000064999",23294
"ANKS1B","ENSG00000185046",56899
"ANKS3","ENSG00000168096",124401
"ANKS4B","ENSG00000175311",257629
"ANKS4B","ENSG00000284290",257629
"ANKS6","ENSG00000165138",203286
"ANKUB1","ENSG00000206199",389161
"ANKZF1","ENSG00000163516",55139
"ANLN","ENSG00000011426",54443
"ANO1","ENSG00000131620",55107
"ANO10","ENSG00000160746",55129
"ANO2","ENSG00000047617",57101
"ANO3","ENSG00000134343",63982
"ANO4","ENSG00000262139",121601
"ANO4","ENSG00000151572",121601
"ANO5","ENSG00000171714",203859
"ANO6","ENSG00000177119",196527
"ANO7","ENSG00000146205",50636
"ANO8","ENSG00000074855",57719
"ANO9","ENSG00000185101",338440
"ANOS1","ENSG00000011201",3730
"ANP32A","ENSG00000140350",8125
"ANP32AP1","ENSG00000259516",723972
"ANP32B","ENSG00000136938",10541
"ANP32D","ENSG00000139223",23519
"ANP32E","ENSG00000143401",81611
"ANPEP","ENSG00000166825",290
"ANTKMT","ENSG00000103254",65990
"ANTXR1","ENSG00000169604",84168
"ANTXR2","ENSG00000163297",118429
"ANTXRL","ENSG00000274209",195977
"ANXA1","ENSG00000135046",301
"ANXA10","ENSG00000109511",11199
"ANXA11","ENSG00000122359",311
"ANXA13","ENSG00000104537",312
"ANXA2","ENSG00000182718",302
"ANXA2R","ENSG00000177721",389289
"ANXA2R-AS1","ENSG00000215068",153684
"ANXA2R-OT1","ENSG00000177738",648987
"ANXA3","ENSG00000138772",306
"ANXA4","ENSG00000196975",307
"ANXA5","ENSG00000164111",308
"ANXA6","ENSG00000197043",309
"ANXA7","ENSG00000138279",310
"ANXA8","ENSG00000265190",653145
"ANXA8L1","ENSG00000264230",728113
"ANXA9","ENSG00000143412",8416
"AOAH","ENSG00000136250",313
"AOAH-IT1","ENSG00000230539",100874264
"AOC1","ENSG00000002726",26
"AOC2","ENSG00000131480",314
"AOC3","ENSG00000131471",8639
"AOC4P","ENSG00000260105",90586
"AOC4P","ENSG00000291070",90586
"AOPEP","ENSG00000148120",84909
"AOX1","ENSG00000138356",316
"AP1AR","ENSG00000138660",55435
"AP1B1","ENSG00000100280",162
"AP1G1","ENSG00000166747",164
"AP1G2","ENSG00000213983",8906
"AP1G2-AS1","ENSG00000258727",NA
"AP1M1","ENSG00000072958",8907
"AP1M2","ENSG00000129354",10053
"AP1S1","ENSG00000106367",1174
"AP1S2","ENSG00000182287",8905
"AP1S3","ENSG00000152056",130340
"AP2A1","ENSG00000196961",160
"AP2A2","ENSG00000183020",161
"AP2A2","ENSG00000281385",161
"AP2A2","ENSG00000280759",161
"AP2B1","ENSG00000006125",163
"AP2M1","ENSG00000161203",1173
"AP2S1","ENSG00000042753",1175
"AP3B1","ENSG00000132842",8546
"AP3B2","ENSG00000103723",8120
"AP3D1","ENSG00000065000",8943
"AP3M1","ENSG00000185009",26985
"AP3M2","ENSG00000070718",10947
"AP3S1","ENSG00000177879",1176
"AP3S2","ENSG00000157823",10239
"AP4B1","ENSG00000134262",10717
"AP4B1-AS1","ENSG00000226167",100287722
"AP4E1","ENSG00000081014",23431
"AP4M1","ENSG00000221838",9179
"AP4S1","ENSG00000100478",11154
"AP5B1","ENSG00000254470",91056
"AP5M1","ENSG00000053770",55745
"AP5S1","ENSG00000125843",55317
"AP5Z1","ENSG00000242802",9907
"APAF1","ENSG00000120868",317
"APBA1","ENSG00000276497",320
"APBA1","ENSG00000107282",320
"APBA2","ENSG00000034053",321
"APBA2","ENSG00000276495",321
"APBA3","ENSG00000011132",9546
"APBB1","ENSG00000166313",322
"APBB1IP","ENSG00000077420",54518
"APBB2","ENSG00000163697",323
"APBB3","ENSG00000113108",10307
"APC","ENSG00000134982",324
"APC2","ENSG00000115266",10297
"APCDD1","ENSG00000154856",147495
"APCDD1L","ENSG00000198768",164284
"APCDD1L-DT","ENSG00000231290",149773
"APCS","ENSG00000132703",325
"APEH","ENSG00000164062",327
"APELA","ENSG00000248329",100506013
"APEX1","ENSG00000100823",328
"APEX1","ENSG00000291796",328
"APEX2","ENSG00000169188",27301
"APH1A","ENSG00000117362",51107
"APH1B","ENSG00000138613",83464
"API5","ENSG00000166181",8539
"APIP","ENSG00000149089",51074
"APLF","ENSG00000169621",200558
"APLN","ENSG00000171388",8862
"APLNR","ENSG00000134817",187
"APLP1","ENSG00000105290",333
"APLP2","ENSG00000084234",334
"APMAP","ENSG00000101474",57136
"APOA1","ENSG00000118137",335
"APOA1-AS","ENSG00000235910",NA
"APOA2","ENSG00000158874",336
"APOA4","ENSG00000110244",337
"APOA5","ENSG00000110243",116519
"APOB","ENSG00000084674",338
"APOB","ENSG00000291544",338
"APOBEC1","ENSG00000111701",339
"APOBEC2","ENSG00000124701",10930
"APOBEC3A","ENSG00000128383",200315
"APOBEC3A","ENSG00000262156",200315
"APOBEC3B","ENSG00000179750",9582
"APOBEC3B-AS1","ENSG00000249310",NA
"APOBEC3B-AS1","ENSG00000262679",NA
"APOBEC3C","ENSG00000244509",27350
"APOBEC3D","ENSG00000243811",140564
"APOBEC3F","ENSG00000128394",200316
"APOBEC3G","ENSG00000239713",60489
"APOBEC3H","ENSG00000100298",164668
"APOBEC4","ENSG00000173627",403314
"APOBR","ENSG00000184730",55911
"APOC1","ENSG00000130208",341
"APOC2","ENSG00000234906",344
"APOC3","ENSG00000110245",345
"APOC4","ENSG00000267467",346
"APOD","ENSG00000189058",347
"APOE","ENSG00000130203",348
"APOF","ENSG00000175336",319
"APOH","ENSG00000091583",350
"APOL1","ENSG00000100342",8542
"APOL2","ENSG00000128335",23780
"APOL3","ENSG00000128284",80833
"APOL4","ENSG00000100336",80832
"APOL5","ENSG00000277390",80831
"APOL5","ENSG00000128313",80831
"APOL6","ENSG00000221963",80830
"APOLD1","ENSG00000178878",81575
"APOM","ENSG00000226215",55937
"APOM","ENSG00000206409",55937
"APOM","ENSG00000204444",55937
"APOM","ENSG00000224290",55937
"APOM","ENSG00000227567",55937
"APOM","ENSG00000231974",55937
"APOM","ENSG00000235754",55937
"APOO","ENSG00000184831",79135
"APOOL","ENSG00000155008",139322
"APP","ENSG00000142192",351
"APPBP2","ENSG00000062725",10513
"APPL1","ENSG00000157500",26060
"APPL2","ENSG00000136044",55198
"APRG1","ENSG00000198590",339883
"APRT","ENSG00000198931",353
"APTR","ENSG00000214293",100505854
"APTX","ENSG00000137074",54840
"AQP1","ENSG00000240583",358
"AQP10","ENSG00000143595",89872
"AQP11","ENSG00000178301",282679
"AQP12A","ENSG00000184945",375318
"AQP12B","ENSG00000185176",653437
"AQP12B","ENSG00000185176",375318
"AQP2","ENSG00000167580",359
"AQP3","ENSG00000165272",360
"AQP4","ENSG00000171885",361
"AQP5","ENSG00000161798",362
"AQP5-AS1","ENSG00000257588",101927318
"AQP6","ENSG00000086159",363
"AQP7","ENSG00000165269",364
"AQP7B","ENSG00000259916",NA
"AQP8","ENSG00000103375",343
"AQP9","ENSG00000103569",366
"AQR","ENSG00000021776",9716
"AR","ENSG00000169083",367
"ARAF","ENSG00000078061",369
"ARAP1","ENSG00000186635",116985
"ARAP1-AS2","ENSG00000245148",NA
"ARAP2","ENSG00000047365",116984
"ARAP3","ENSG00000120318",64411
"ARC","ENSG00000198576",23237
"ARCN1","ENSG00000095139",372
"AREG","ENSG00000109321",374
"AREL1","ENSG00000119682",9870
"ARF1","ENSG00000143761",375
"ARF3","ENSG00000134287",377
"ARF4","ENSG00000168374",378
"ARF4-AS1","ENSG00000272146",NA
"ARF5","ENSG00000004059",381
"ARF6","ENSG00000165527",382
"ARFGAP1","ENSG00000101199",55738
"ARFGAP2","ENSG00000149182",84364
"ARFGAP3","ENSG00000242247",26286
"ARFGEF1","ENSG00000066777",10565
"ARFGEF2","ENSG00000124198",10564
"ARFGEF3","ENSG00000112379",57221
"ARFIP1","ENSG00000164144",27236
"ARFIP2","ENSG00000132254",23647
"ARFRP1","ENSG00000101246",10139
"ARG1","ENSG00000118520",383
"ARG2","ENSG00000081181",384
"ARGFX","ENSG00000186103",503582
"ARGLU1","ENSG00000134884",55082
"ARHGAP1","ENSG00000175220",392
"ARHGAP10","ENSG00000071205",79658
"ARHGAP11A","ENSG00000275568",9824
"ARHGAP11A","ENSG00000198826",9824
"ARHGAP11A-SCG5","ENSG00000288864",NA
"ARHGAP11B","ENSG00000274734",89839
"ARHGAP11B","ENSG00000286139",89839
"ARHGAP11B","ENSG00000285077",89839
"ARHGAP12","ENSG00000165322",94134
"ARHGAP15","ENSG00000075884",55843
"ARHGAP17","ENSG00000288353",55114
"ARHGAP17","ENSG00000140750",55114
"ARHGAP18","ENSG00000146376",93663
"ARHGAP19","ENSG00000213390",84986
"ARHGAP20","ENSG00000137727",57569
"ARHGAP21","ENSG00000107863",57584
"ARHGAP22","ENSG00000128805",58504
"ARHGAP23","ENSG00000273780",57636
"ARHGAP23","ENSG00000275832",57636
"ARHGAP24","ENSG00000138639",83478
"ARHGAP25","ENSG00000163219",9938
"ARHGAP26","ENSG00000145819",23092
"ARHGAP26-AS1","ENSG00000226272",100874239
"ARHGAP26-IT1","ENSG00000230789",NA
"ARHGAP27","ENSG00000276907",201176
"ARHGAP27","ENSG00000159314",201176
"ARHGAP27","ENSG00000276836",201176
"ARHGAP27P1-BPTFP1-KPNA2P3","ENSG00000215769",NA
"ARHGAP28","ENSG00000088756",79822
"ARHGAP29","ENSG00000137962",9411
"ARHGAP29-AS1","ENSG00000226835",NA
"ARHGAP30","ENSG00000186517",257106
"ARHGAP31","ENSG00000031081",57514
"ARHGAP31-AS1","ENSG00000241155",NA
"ARHGAP32","ENSG00000134909",9743
"ARHGAP33","ENSG00000004777",115703
"ARHGAP35","ENSG00000160007",2909
"ARHGAP36","ENSG00000147256",158763
"ARHGAP39","ENSG00000147799",80728
"ARHGAP4","ENSG00000089820",393
"ARHGAP40","ENSG00000124143",343578
"ARHGAP42","ENSG00000165895",143872
"ARHGAP42-AS1","ENSG00000248027",100128386
"ARHGAP44","ENSG00000006740",9912
"ARHGAP44-AS1","ENSG00000265489",100128006
"ARHGAP45","ENSG00000180448",23526
"ARHGAP5","ENSG00000100852",394
"ARHGAP6","ENSG00000047648",395
"ARHGAP8","ENSG00000241484",23779
"ARHGAP9","ENSG00000123329",64333
"ARHGDIA","ENSG00000141522",396
"ARHGDIB","ENSG00000111348",397
"ARHGDIG","ENSG00000242173",398
"ARHGEF1","ENSG00000076928",9138
"ARHGEF10","ENSG00000104728",9639
"ARHGEF10","ENSG00000274726",9639
"ARHGEF10L","ENSG00000074964",55160
"ARHGEF11","ENSG00000132694",9826
"ARHGEF12","ENSG00000196914",23365
"ARHGEF15","ENSG00000198844",22899
"ARHGEF16","ENSG00000130762",27237
"ARHGEF17","ENSG00000110237",9828
"ARHGEF18","ENSG00000104880",23370
"ARHGEF19","ENSG00000291381",128272
"ARHGEF19","ENSG00000142632",128272
"ARHGEF2","ENSG00000116584",9181
"ARHGEF2-AS1","ENSG00000224276",NA
"ARHGEF2-AS2","ENSG00000273002",NA
"ARHGEF25","ENSG00000240771",115557
"ARHGEF26","ENSG00000114790",26084
"ARHGEF26","ENSG00000277101",26084
"ARHGEF26-AS1","ENSG00000243069",100507524
"ARHGEF26-AS1","ENSG00000281157",100507524
"ARHGEF28","ENSG00000214944",64283
"ARHGEF3","ENSG00000163947",50650
"ARHGEF3-AS1","ENSG00000240198",100874200
"ARHGEF33","ENSG00000214694",100271715
"ARHGEF35","ENSG00000288422",445328
"ARHGEF35","ENSG00000213214",445328
"ARHGEF37","ENSG00000183111",389337
"ARHGEF38","ENSG00000236699",54848
"ARHGEF38-IT1","ENSG00000249885",100874374
"ARHGEF39","ENSG00000137135",84904
"ARHGEF4","ENSG00000136002",50649
"ARHGEF40","ENSG00000165801",55701
"ARHGEF5","ENSG00000050327",7984
"ARHGEF5","ENSG00000284933",7984
"ARHGEF6","ENSG00000129675",9459
"ARHGEF7","ENSG00000102606",8874
"ARHGEF7-AS2","ENSG00000235875",NA
"ARHGEF9","ENSG00000131089",23229
"ARHGEF9-IT1","ENSG00000231729",NA
"ARID1A","ENSG00000117713",8289
"ARID1B","ENSG00000049618",57492
"ARID2","ENSG00000189079",196528
"ARID3A","ENSG00000116017",1820
"ARID3B","ENSG00000179361",10620
"ARID3C","ENSG00000205143",138715
"ARID4A","ENSG00000032219",5926
"ARID4B","ENSG00000054267",51742
"ARID5A","ENSG00000196843",10865
"ARID5B","ENSG00000150347",84159
"ARIH1","ENSG00000166233",25820
"ARIH2","ENSG00000177479",10425
"ARK2C","ENSG00000141622",494470
"ARK2N","ENSG00000152242",147339
"ARL1","ENSG00000120805",400
"ARL10","ENSG00000175414",285598
"ARL11","ENSG00000152213",115761
"ARL13A","ENSG00000174225",392509
"ARL13B","ENSG00000169379",200894
"ARL14","ENSG00000179674",80117
"ARL14EP","ENSG00000152219",120534
"ARL14EPL","ENSG00000268223",644100
"ARL15","ENSG00000185305",54622
"ARL16","ENSG00000214087",339231
"ARL17A","ENSG00000185829",100506084
"ARL17A","ENSG00000185829",51326
"ARL17B","ENSG00000228696",100506084
"ARL17B","ENSG00000228696",51326
"ARL17B","ENSG00000275748",100506084
"ARL17B","ENSG00000275748",51326
"ARL17B","ENSG00000276276",100506084
"ARL17B","ENSG00000276276",51326
"ARL2","ENSG00000213465",402
"ARL2BP","ENSG00000102931",23568
"ARL3","ENSG00000138175",403
"ARL4A","ENSG00000122644",10124
"ARL4C","ENSG00000188042",10123
"ARL4D","ENSG00000175906",379
"ARL5A","ENSG00000162980",26225
"ARL5B","ENSG00000165997",221079
"ARL5C","ENSG00000141748",390790
"ARL6","ENSG00000113966",84100
"ARL6IP1","ENSG00000170540",23204
"ARL6IP4","ENSG00000182196",51329
"ARL6IP5","ENSG00000144746",10550
"ARL6IP6","ENSG00000177917",151188
"ARL8A","ENSG00000143862",127829
"ARL8B","ENSG00000134108",55207
"ARL9","ENSG00000196503",132946
"ARLNC1","ENSG00000260896",100996425
"ARMC1","ENSG00000104442",55156
"ARMC10","ENSG00000170632",83787
"ARMC10","ENSG00000282813",83787
"ARMC12","ENSG00000157343",221481
"ARMC2","ENSG00000118690",84071
"ARMC3","ENSG00000165309",219681
"ARMC5","ENSG00000140691",79798
"ARMC6","ENSG00000105676",93436
"ARMC7","ENSG00000125449",79637
"ARMC8","ENSG00000114098",25852
"ARMC9","ENSG00000135931",80210
"ARMCX1","ENSG00000126947",51309
"ARMCX2","ENSG00000184867",9823
"ARMCX3","ENSG00000102401",51566
"ARMCX4","ENSG00000196440",100131755
"ARMCX5","ENSG00000125962",64860
"ARMCX5-GPRASP2","ENSG00000286237",100528062
"ARMCX5-GPRASP2","ENSG00000271147",100528062
"ARMCX6","ENSG00000198960",54470
"ARMH1","ENSG00000198520",339541
"ARMH2","ENSG00000260286",101928603
"ARMH3","ENSG00000120029",79591
"ARMH4","ENSG00000139971",145407
"ARMS2","ENSG00000254636",387715
"ARMT1","ENSG00000146476",79624
"ARNT","ENSG00000143437",405
"ARNT2","ENSG00000172379",9915
"ARNT2-DT","ENSG00000259495",101929560
"ARPC1A","ENSG00000241685",10552
"ARPC1B","ENSG00000130429",10095
"ARPC2","ENSG00000163466",10109
"ARPC3","ENSG00000111229",10094
"ARPC4","ENSG00000241553",10093
"ARPC4-TTLL3","ENSG00000250151",100526693
"ARPC5","ENSG00000162704",10092
"ARPC5L","ENSG00000136950",81873
"ARPIN","ENSG00000242498",348110
"ARPIN-AP3S2","ENSG00000250021",100526783
"ARPP19","ENSG00000128989",10776
"ARPP21","ENSG00000172995",10777
"ARR3","ENSG00000120500",407
"ARRB1","ENSG00000137486",408
"ARRB2","ENSG00000141480",409
"ARRDC1","ENSG00000197070",92714
"ARRDC1-AS1","ENSG00000203993",85026
"ARRDC2","ENSG00000105643",27106
"ARRDC3","ENSG00000113369",57561
"ARRDC3-AS1","ENSG00000281357",100129716
"ARRDC4","ENSG00000140450",91947
"ARRDC5","ENSG00000205784",645432
"ARSA","ENSG00000100299",410
"ARSB","ENSG00000113273",411
"ARSD","ENSG00000006756",414
"ARSD-AS1","ENSG00000229851",NA
"ARSF","ENSG00000062096",416
"ARSG","ENSG00000141337",22901
"ARSH","ENSG00000205667",347527
"ARSI","ENSG00000183876",340075
"ARSJ","ENSG00000180801",79642
"ARSK","ENSG00000164291",153642
"ARSL","ENSG00000157399",415
"ART1","ENSG00000129744",417
"ART3","ENSG00000156219",419
"ART4","ENSG00000111339",420
"ART5","ENSG00000167311",116969
"ARTN","ENSG00000117407",9048
"ARV1","ENSG00000173409",64801
"ARVCF","ENSG00000099889",421
"ARX","ENSG00000004848",170302
"AS3MT","ENSG00000214435",57412
"ASAH1","ENSG00000104763",427
"ASAH1-AS1","ENSG00000245281",101929066
"ASAH2","ENSG00000188611",56624
"ASAH2B","ENSG00000204147",653308
"ASAP1","ENSG00000153317",50807
"ASAP1-IT2","ENSG00000280543",100507117
"ASAP2","ENSG00000151693",8853
"ASAP3","ENSG00000088280",55616
"ASAP3","ENSG00000282854",55616
"ASB1","ENSG00000065802",51665
"ASB10","ENSG00000146926",136371
"ASB11","ENSG00000165192",140456
"ASB12","ENSG00000198881",142689
"ASB13","ENSG00000196372",79754
"ASB14","ENSG00000239388",142686
"ASB15","ENSG00000146809",142685
"ASB15-AS1","ENSG00000230442",NA
"ASB16","ENSG00000161664",92591
"ASB16-AS1","ENSG00000267080",339201
"ASB17","ENSG00000154007",127247
"ASB18","ENSG00000182177",401036
"ASB2","ENSG00000278693",51676
"ASB2","ENSG00000100628",51676
"ASB3","ENSG00000115239",100302652
"ASB3","ENSG00000115239",51130
"ASB4","ENSG00000005981",51666
"ASB5","ENSG00000164122",140458
"ASB6","ENSG00000148331",140459
"ASB7","ENSG00000183475",140460
"ASB8","ENSG00000177981",140461
"ASB9","ENSG00000102048",140462
"ASCC1","ENSG00000138303",51008
"ASCC2","ENSG00000100325",84164
"ASCC3","ENSG00000112249",10973
"ASCL1","ENSG00000139352",429
"ASCL2","ENSG00000183734",430
"ASCL3","ENSG00000176009",56676
"ASCL4","ENSG00000187855",121549
"ASCL5","ENSG00000232237",647219
"ASDURF","ENSG00000286053",NA
"ASF1A","ENSG00000111875",25842
"ASF1B","ENSG00000288210",55723
"ASF1B","ENSG00000105011",55723
"ASGR1","ENSG00000141505",432
"ASGR2","ENSG00000161944",433
"ASH1L","ENSG00000116539",55870
"ASH1L-AS1","ENSG00000235919",645676
